Order ID,Customer ID,Product ID,Order Date,Ship Date,Ship Mode,Price,Quantity,Discount,Sales,Profit Ratio,Profit,Year,Quarter,Month
CA-2012-111780,C0566,P1403,2014-12-25,2014-12-30,Second Class,4.33,3,0.0,13,0.49,6,2014,4,12
CA-2012-111780,C0566,P0690,2014-12-25,2014-12-30,Second Class,6.0,3,0.0,18,0.45,8,2014,4,12
US-2012-136749,C0353,P0283,2014-12-25,2014-12-27,Second Class,46.0,6,0.0,276,0.17,47,2014,4,12
US-2012-136749,C0353,P1415,2014-12-25,2014-12-27,Second Class,31.6,5,0.0,158,0.47,74,2014,4,12
CA-2012-113152,C0233,P1209,2014-12-25,2014-12-30,Standard Class,422.0,2,0.0,844,0.44,371,2014,4,12
CA-2012-113152,C0233,P1206,2014-12-25,2014-12-30,Standard Class,281.25,2,0.2,450,0.13,56,2014,4,12
CA-2012-144890,C0089,P0405,2014-12-25,2014-12-29,Standard Class,5.0,2,0.0,10,0.49,5,2014,4,12
CA-2012-158792,C0013,P0079,2014-12-26,2015-01-02,Standard Class,4.4,5,0.0,22,0.47,10,2014,4,12
CA-2012-111073,C0261,P0279,2014-12-26,2014-12-30,Standard Class,86.67,1,0.4,52,-0.3,-15,2014,4,12
CA-2012-119550,C0681,P1610,2014-12-26,2014-12-31,Standard Class,130.95,3,0.3,275,-0.33,-90,2014,4,12
CA-2012-124933,C0448,P1196,2014-12-26,2014-12-30,Second Class,35.5,6,0.0,213,0.47,100,2014,4,12
CA-2012-117415,C0189,P1611,2014-12-27,2014-12-31,Standard Class,15.69,9,0.2,113,0.31,35,2014,4,12
CA-2012-117415,C0189,P1029,2014-12-27,2014-12-31,Standard Class,260.78,3,0.32,532,-0.09,-47,2014,4,12
CA-2012-117415,C0189,P1210,2014-12-27,2014-12-31,Standard Class,100.95,3,0.3,212,-0.07,-15,2014,4,12
CA-2012-117415,C0189,P0439,2014-12-27,2014-12-31,Standard Class,115.94,4,0.2,371,0.11,42,2014,4,12
CA-2012-134782,C0497,P0383,2014-12-27,2014-12-31,Standard Class,52.5,2,0.0,105,0.49,52,2014,4,12
CA-2012-165085,C0731,P1612,2014-12-27,2014-12-31,Standard Class,5.8,5,0.0,29,0.49,14,2014,4,12
CA-2012-165085,C0731,P0784,2014-12-27,2014-12-31,Standard Class,178.0,2,0.0,356,0.29,103,2014,4,12
CA-2012-148376,C0317,P0317,2014-12-27,2014-12-31,Standard Class,53.5,2,0.0,107,0.29,31,2014,4,12
CA-2012-148376,C0317,P1613,2014-12-27,2014-12-31,Standard Class,3.14,7,0.0,22,0.48,10,2014,4,12
US-2012-163783,C0109,P0236,2014-12-27,2015-01-01,Standard Class,5.42,3,0.2,13,-0.25,-3,2014,4,12
CA-2012-155145,C0149,P0590,2014-12-27,2014-12-29,Second Class,1.0,8,0.0,8,0.44,3,2014,4,12
CA-2012-151589,C0239,P0952,2014-12-27,2014-12-30,First Class,49.0,4,0.0,196,0.47,92,2014,4,12
CA-2012-151589,C0239,P1614,2014-12-27,2014-12-30,First Class,120.0,2,0.0,240,0.3,72,2014,4,12
CA-2012-101889,C0640,P0774,2014-12-27,2014-12-31,Standard Class,286.85,9,0.4,1549,-0.3,-465,2014,4,12
CA-2012-101889,C0640,P0022,2014-12-27,2014-12-31,Standard Class,8.33,3,0.2,20,0.34,7,2014,4,12
CA-2012-103870,C0570,P0885,2014-12-27,2014-12-31,Standard Class,2.08,3,0.2,5,0.15,1,2014,4,12
CA-2012-103870,C0570,P1615,2014-12-27,2014-12-31,Standard Class,22.08,3,0.2,53,0.3,16,2014,4,12
CA-2012-103870,C0570,P1616,2014-12-27,2014-12-31,Standard Class,81.88,2,0.2,131,0.06,8,2014,4,12
CA-2012-103870,C0570,P0164,2014-12-27,2014-12-31,Standard Class,9.58,3,0.2,23,0.1,2,2014,4,12
CA-2012-103870,C0570,P0411,2014-12-27,2014-12-31,Standard Class,13.04,7,0.2,73,-0.18,-13,2014,4,12
CA-2012-130113,C0161,P0900,2014-12-27,2014-12-31,Standard Class,161.5,2,0.0,323,0.19,61,2014,4,12
CA-2012-130113,C0161,P0447,2014-12-27,2014-12-31,Standard Class,92.78,9,0.2,668,0.11,75,2014,4,12
CA-2012-119697,C0700,P1382,2014-12-28,2014-12-31,Second Class,33.75,2,0.2,54,0.02,1,2014,4,12
CA-2012-148859,C0682,P1617,2014-12-28,2015-01-01,Standard Class,15.62,2,0.2,25,0.06,2,2014,4,12
CA-2012-130855,C0504,P0720,2014-12-29,2015-01-05,Standard Class,3.0,2,0.0,6,0.01,0,2014,4,12
CA-2012-135580,C0069,P0710,2014-12-30,2015-01-03,Standard Class,23.0,3,0.0,69,0.46,32,2014,4,12
CA-2012-135580,C0069,P0356,2014-12-30,2015-01-03,Standard Class,25.0,3,0.0,75,0.19,14,2014,4,12
CA-2012-135580,C0069,P1360,2014-12-30,2015-01-03,Standard Class,531.04,6,0.2,2549,0.11,287,2014,4,12
CA-2012-135580,C0069,P1330,2014-12-30,2015-01-03,Standard Class,90.33,3,0.0,271,0.45,122,2014,4,12
CA-2012-135580,C0069,P1614,2014-12-30,2015-01-03,Standard Class,120.0,3,0.2,288,0.13,36,2014,4,12
CA-2012-109197,C0118,P0009,2014-12-31,2015-01-04,Standard Class,305.0,2,0.2,488,0.31,152,2014,4,12
CA-2012-156377,C0336,P0978,2014-12-31,2015-01-05,Standard Class,7.5,5,0.6,15,-0.78,-11,2014,4,12
CA-2012-156377,C0336,P0574,2014-12-31,2015-01-05,Standard Class,5.0,4,0.8,4,-1.6,-6,2014,4,12
CA-2012-109470,C0386,P1415,2014-12-31,2015-01-03,Second Class,31.67,3,0.0,95,0.47,45,2014,4,12
CA-2012-109470,C0386,P0456,2014-12-31,2015-01-03,Second Class,15.25,4,0.0,61,0.46,28,2014,4,12
CA-2012-109470,C0386,P1293,2014-12-31,2015-01-03,Second Class,15.2,5,0.0,76,0.5,38,2014,4,12
CA-2012-109470,C0386,P0418,2014-12-31,2015-01-03,Second Class,30.42,12,0.0,365,0.46,168,2014,4,12
CA-2012-120901,C0498,P0026,2014-12-31,2015-01-04,Standard Class,95.62,2,0.2,153,-0.18,-27,2014,4,12
CA-2012-120901,C0498,P0154,2014-12-31,2015-01-04,Standard Class,1.88,2,0.2,3,0.16,1,2014,4,12
CA-2012-120901,C0498,P0489,2014-12-31,2015-01-04,Standard Class,3.75,2,0.2,6,-0.23,-1,2014,4,12
CA-2012-139780,C0124,P0441,2014-12-31,2015-01-02,Second Class,14.5,8,0.0,116,0.45,52,2014,4,12
CA-2013-160304,C0689,P1420,2015-01-02,2015-01-07,Standard Class,58.0,3,0.0,174,0.22,38,2015,1,1
CA-2013-160304,C0689,P0747,2015-01-02,2015-01-07,Standard Class,116.0,2,0.0,232,0.29,67,2015,1,1
CA-2013-125206,C0337,P0071,2015-01-03,2015-01-05,First Class,57.0,2,0.0,114,0.25,29,2015,1,1
US-2013-116365,C0306,P0402,2015-01-03,2015-01-08,Standard Class,18.75,2,0.2,30,-0.18,-5,2015,1,1
US-2013-116365,C0306,P0926,2015-01-03,2015-01-08,Standard Class,69.17,3,0.2,166,-0.04,-6,2015,1,1
US-2013-116365,C0306,P0081,2015-01-03,2015-01-08,Standard Class,45.25,5,0.2,181,0.08,14,2015,1,1
CA-2013-105207,C0732,P0958,2015-01-03,2015-01-08,Standard Class,227.57,7,0.0,1593,0.22,350,2015,1,1
CA-2013-105207,C0732,P0057,2015-01-03,2015-01-08,Standard Class,6.0,2,0.0,12,0.45,5,2015,1,1
US-2013-164630,C0733,P1479,2015-01-04,2015-01-09,Standard Class,300.0,4,0.2,960,0.13,120,2015,1,1
CA-2013-158211,C0625,P0017,2015-01-04,2015-01-08,Standard Class,6.25,1,0.2,5,0.13,1,2015,1,1
CA-2013-158211,C0625,P0397,2015-01-04,2015-01-08,Standard Class,58.33,6,0.7,105,-0.77,-80,2015,1,1
CA-2013-134474,C0203,P1618,2015-01-05,2015-01-07,Second Class,39.79,6,0.2,191,0.21,41,2015,1,1
CA-2013-134474,C0203,P1619,2015-01-05,2015-01-07,Second Class,3.12,2,0.2,5,0.11,1,2015,1,1
CA-2013-134474,C0203,P0551,2015-01-05,2015-01-07,Second Class,36.88,2,0.2,59,0.09,5,2015,1,1
CA-2013-101938,C0234,P1248,2015-01-07,2015-01-12,Standard Class,35.0,1,0.0,35,0.29,10,2015,1,1
CA-2013-158806,C0686,P0193,2015-01-07,2015-01-11,Standard Class,19.17,3,0.6,23,-0.48,-11,2015,1,1
CA-2013-158806,C0686,P1428,2015-01-07,2015-01-11,Standard Class,6.5,5,0.2,26,0.35,9,2015,1,1
US-2013-100461,C0005,P1029,2015-01-08,2015-01-12,Standard Class,261.0,6,0.0,1566,0.26,407,2015,1,1
US-2013-100461,C0005,P0959,2015-01-08,2015-01-12,Standard Class,15.14,7,0.0,106,0.47,50,2015,1,1
US-2013-137295,C0007,P1246,2015-01-08,2015-01-13,Standard Class,14.76,7,0.7,31,-0.8,-25,2015,1,1
US-2013-137295,C0007,P0263,2015-01-08,2015-01-13,Standard Class,20.0,3,0.2,48,0.13,6,2015,1,1
US-2013-137295,C0007,P1620,2015-01-08,2015-01-13,Standard Class,68.12,2,0.2,109,0.1,11,2015,1,1
CA-2013-108882,C0175,P1621,2015-01-09,2015-01-15,Standard Class,70.0,5,0.0,350,0.34,119,2015,1,1
CA-2013-108882,C0175,P0433,2015-01-09,2015-01-15,Standard Class,52.5,9,0.2,378,0.38,142,2015,1,1
CA-2013-126543,C0592,P1337,2015-01-09,2015-01-13,Second Class,9.38,2,0.2,15,0.25,4,2015,1,1
CA-2013-116547,C0128,P0409,2015-01-10,2015-01-17,Standard Class,20.0,4,0.0,80,0.43,34,2015,1,1
CA-2013-116547,C0128,P1570,2015-01-10,2015-01-17,Standard Class,35.0,2,0.0,70,0.19,13,2015,1,1
CA-2013-163937,C0734,P0021,2015-01-10,2015-01-13,Second Class,5.0,5,0.0,25,0.31,8,2015,1,1
CA-2013-126529,C0355,P0508,2015-01-11,2015-01-13,Second Class,6.67,3,0.2,16,0.35,5,2015,1,1
CA-2013-126529,C0355,P1585,2015-01-11,2015-01-13,Second Class,26.25,3,0.2,63,0.33,21,2015,1,1
CA-2013-126529,C0355,P1622,2015-01-11,2015-01-13,Second Class,13.33,2,0.4,16,-0.63,-10,2015,1,1
CA-2013-141887,C0115,P0056,2015-01-11,2015-01-15,Standard Class,4.91,14,0.2,55,0.16,9,2015,1,1
CA-2013-133368,C0644,P1034,2015-01-14,2015-01-20,Standard Class,56.25,2,0.2,90,0.36,32,2015,1,1
CA-2013-133368,C0644,P1623,2015-01-14,2015-01-20,Standard Class,49.38,8,0.2,316,0.1,32,2015,1,1
CA-2013-152072,C0223,P1078,2015-01-15,2015-01-19,Standard Class,26.0,2,0.0,52,0.47,25,2015,1,1
CA-2013-152072,C0223,P0209,2015-01-15,2015-01-19,Standard Class,2.5,2,0.0,5,0.29,1,2015,1,1
CA-2013-152072,C0223,P0712,2015-01-15,2015-01-19,Standard Class,85.0,3,0.0,255,0.36,92,2015,1,1
CA-2013-140746,C0555,P0932,2015-01-15,2015-01-15,Same Day,260.0,1,0.3,182,-0.09,-16,2015,1,1
CA-2013-137848,C0495,P1532,2015-01-15,2015-01-21,Standard Class,4.25,4,0.0,17,0.46,8,2015,1,1
CA-2013-137848,C0495,P1216,2015-01-15,2015-01-21,Standard Class,6.67,9,0.0,60,0.48,29,2015,1,1
CA-2013-137848,C0495,P0740,2015-01-15,2015-01-21,Standard Class,20.83,3,0.2,50,0.35,17,2015,1,1
CA-2013-166912,C0735,P1026,2015-01-15,2015-01-17,First Class,41.0,2,0.0,82,0.49,40,2015,1,1
CA-2013-121755,C0282,P1046,2015-01-16,2015-01-20,Second Class,7.5,2,0.2,12,0.36,4,2015,1,1
CA-2013-121755,C0282,P1624,2015-01-16,2015-01-20,Second Class,30.33,3,0.0,91,0.13,12,2015,1,1
CA-2013-116736,C0685,P1574,2015-01-17,2015-01-21,Standard Class,107.67,3,0.0,323,0.2,65,2015,1,1
CA-2013-116736,C0685,P0034,2015-01-17,2015-01-21,Standard Class,30.0,1,0.0,30,0.44,13,2015,1,1
CA-2013-116736,C0685,P1465,2015-01-17,2015-01-21,Standard Class,124.0,3,0.0,372,0.18,67,2015,1,1
CA-2013-106558,C0730,P1152,2015-01-17,2015-01-21,Standard Class,79.0,4,0.0,316,0.1,32,2015,1,1
US-2013-167339,C0211,P0797,2015-01-21,2015-01-23,Second Class,96.25,2,0.2,154,-0.04,-6,2015,1,1
US-2013-167339,C0211,P1435,2015-01-21,2015-01-23,Second Class,180.89,7,0.2,1013,0.08,76,2015,1,1
CA-2013-111010,C0195,P1372,2015-01-22,2015-01-28,Standard Class,1.33,6,0.0,8,0.04,0,2015,1,1
US-2013-135923,C0696,P0929,2015-01-22,2015-01-28,Standard Class,2.19,8,0.2,14,0.3,4,2015,1,1
US-2013-135923,C0696,P1426,2015-01-22,2015-01-28,Standard Class,140.94,4,0.2,451,-0.15,-68,2015,1,1
US-2013-135923,C0696,P0039,2015-01-22,2015-01-28,Standard Class,20.31,4,0.2,65,0.1,6,2015,1,1
CA-2013-138079,C0203,P0467,2015-01-22,2015-01-28,Standard Class,22.0,5,0.0,110,0.34,37,2015,1,1
CA-2013-146318,C0388,P1588,2015-01-22,2015-01-27,Standard Class,6.5,2,0.0,13,0.48,6,2015,1,1
CA-2013-125850,C0559,P0984,2015-01-22,2015-01-28,Standard Class,14.67,3,0.0,44,0.5,22,2015,1,1
CA-2013-125850,C0559,P0219,2015-01-22,2015-01-28,Standard Class,4.2,5,0.0,21,0.46,9,2015,1,1
CA-2013-148208,C0215,P0528,2015-01-22,2015-01-27,Standard Class,45.83,4,0.4,110,-0.18,-20,2015,1,1
CA-2013-148208,C0215,P1274,2015-01-22,2015-01-27,Standard Class,22.92,3,0.2,55,0.29,16,2015,1,1
US-2013-155180,C0264,P0648,2015-01-22,2015-01-29,Standard Class,8.12,4,0.2,26,0.35,9,2015,1,1
CA-2013-113656,C0711,P0636,2015-01-23,2015-01-29,Standard Class,8.57,7,0.0,60,0.36,22,2015,1,1
US-2013-165505,C0596,P0266,2015-01-23,2015-01-27,Standard Class,50.0,2,0.0,100,0.43,43,2015,1,1
US-2013-165505,C0596,P1625,2015-01-23,2015-01-27,Standard Class,1.33,6,0.0,8,0.34,3,2015,1,1
US-2013-165505,C0596,P1408,2015-01-23,2015-01-27,Standard Class,120.31,13,0.0,1564,0.26,407,2015,1,1
CA-2013-109407,C0419,P1275,2015-01-24,2015-01-26,Second Class,7.75,4,0.0,31,0.5,16,2015,1,1
CA-2013-153346,C0736,P1626,2015-01-25,2015-01-27,First Class,3.0,3,0.0,9,0.25,2,2015,1,1
CA-2013-153346,C0736,P1627,2015-01-25,2015-01-27,First Class,3.6,5,0.0,18,0.46,8,2015,1,1
CA-2013-168046,C0105,P0040,2015-01-25,2015-01-28,Second Class,10.75,5,0.2,43,0.35,15,2015,1,1
CA-2013-168046,C0105,P1349,2015-01-25,2015-01-28,Second Class,174.44,3,0.4,314,-0.32,-99,2015,1,1
CA-2013-168046,C0105,P0283,2015-01-25,2015-01-28,Second Class,46.0,1,0.0,46,0.17,8,2015,1,1
CA-2013-168046,C0105,P0063,2015-01-25,2015-01-28,Second Class,61.29,7,0.0,429,0.0,0,2015,1,1
CA-2013-146437,C0419,P0138,2015-01-28,2015-02-01,Second Class,20.0,2,0.0,40,0.26,10,2015,1,1
CA-2013-164483,C0468,P1481,2015-01-30,2015-02-03,Standard Class,10.62,2,0.2,17,0.34,6,2015,1,1
CA-2013-153661,C0237,P0866,2015-01-30,2015-01-31,First Class,33.89,9,0.0,305,0.25,76,2015,1,1
CA-2013-153661,C0237,P1470,2015-01-30,2015-01-31,First Class,31.88,2,0.2,51,0.35,18,2015,1,1
CA-2013-153661,C0237,P0913,2015-01-30,2015-01-31,First Class,2.89,9,0.0,26,0.47,12,2015,1,1
US-2013-166660,C0561,P1628,2015-01-30,2015-02-01,Second Class,135.94,4,0.2,435,-0.14,-60,2015,1,1
US-2013-166660,C0561,P0684,2015-01-30,2015-02-01,Second Class,49.0,1,0.0,49,0.16,8,2015,1,1
CA-2013-114944,C0737,P1567,2015-01-30,2015-02-04,Standard Class,49.06,4,0.2,157,0.34,53,2015,1,1
CA-2013-168032,C0448,P1629,2015-01-30,2015-02-03,Standard Class,450.0,4,0.2,1440,0.1,144,2015,1,1
CA-2013-168032,C0448,P0550,2015-01-30,2015-02-03,Standard Class,3.33,3,0.8,2,-1.55,-3,2015,1,1
CA-2013-168032,C0448,P1630,2015-01-30,2015-02-03,Standard Class,417.33,3,0.5,626,-0.86,-538,2015,1,1
CA-2013-129238,C0091,P1493,2015-01-31,2015-02-04,Standard Class,137.5,1,0.2,110,0.08,8,2015,1,1
CA-2013-129238,C0091,P0372,2015-01-31,2015-02-04,Standard Class,11.4,5,0.0,57,0.49,28,2015,1,1
CA-2013-147970,C0070,P0722,2015-01-31,2015-02-02,Second Class,6.67,3,0.2,16,0.35,5,2015,1,1
CA-2013-158043,C0528,P0022,2015-01-31,2015-02-04,Second Class,11.5,2,0.0,23,0.5,12,2015,1,1
CA-2013-159891,C0152,P1031,2015-01-31,2015-02-06,Standard Class,1271.0,1,0.0,1271,0.5,635,2015,1,1
CA-2013-159891,C0152,P0859,2015-01-31,2015-02-06,Standard Class,15.62,8,0.0,125,0.47,59,2015,1,1
US-2013-140809,C0039,P0351,2015-02-01,2015-02-03,First Class,11.2,5,0.0,56,0.26,15,2015,1,2
CA-2013-154067,C0437,P1273,2015-02-01,2015-02-07,Standard Class,26.5,4,0.0,106,0.46,49,2015,1,2
CA-2013-147431,C0580,P1472,2015-02-02,2015-02-07,Standard Class,59.0,2,0.0,118,0.05,6,2015,1,2
CA-2013-158841,C0146,P0847,2015-02-02,2015-02-04,Second Class,1750.0,5,0.0,8750,0.32,2800,2015,1,2
CA-2013-158841,C0146,P0476,2015-02-02,2015-02-04,Second Class,4.5,8,0.0,36,0.5,18,2015,1,2
CA-2013-158841,C0146,P0534,2015-02-02,2015-02-04,Second Class,2.71,7,0.0,19,0.38,7,2015,1,2
CA-2013-144645,C0271,P1631,2015-02-02,2015-02-08,Standard Class,92.5,2,0.6,74,-1.05,-77,2015,1,2
CA-2013-118514,C0032,P0396,2015-02-03,2015-02-10,Standard Class,216.5,4,0.0,866,0.26,225,2015,1,2
CA-2013-117912,C0464,P0683,2015-02-04,2015-02-08,Standard Class,8.75,2,0.2,14,0.28,4,2015,1,2
CA-2013-150077,C0390,P0081,2015-02-04,2015-02-10,Standard Class,45.0,2,0.0,90,0.26,24,2015,1,2
CA-2013-101189,C0404,P0265,2015-02-04,2015-02-09,Standard Class,46.5,2,0.0,93,0.04,4,2015,1,2
US-2013-108504,C0368,P0145,2015-02-05,2015-02-05,Same Day,81.0,1,0.0,81,0.02,2,2015,1,2
US-2013-108504,C0368,P0656,2015-02-05,2015-02-05,Same Day,38.78,9,0.0,349,0.49,171,2015,1,2
US-2013-108504,C0368,P0829,2015-02-05,2015-02-05,Same Day,1.8,5,0.0,9,0.02,0,2015,1,2
US-2013-108504,C0368,P1013,2015-02-05,2015-02-05,Same Day,6.33,3,0.0,19,0.38,7,2015,1,2
US-2013-108504,C0368,P1050,2015-02-05,2015-02-05,Same Day,120.0,2,0.0,240,0.22,53,2015,1,2
US-2013-108504,C0368,P1043,2015-02-05,2015-02-05,Same Day,84.0,2,0.0,168,0.47,79,2015,1,2
US-2013-108504,C0368,P0504,2015-02-05,2015-02-05,Same Day,35.0,3,0.0,105,0.27,28,2015,1,2
US-2013-108504,C0368,P0087,2015-02-05,2015-02-05,Same Day,161.67,3,0.0,485,0.26,126,2015,1,2
US-2013-108504,C0368,P1290,2015-02-05,2015-02-05,Same Day,41.0,3,0.0,123,0.49,60,2015,1,2
US-2013-108504,C0368,P0628,2015-02-05,2015-02-05,Same Day,51.33,3,0.0,154,0.01,2,2015,1,2
US-2013-108504,C0368,P1567,2015-02-05,2015-02-05,Same Day,48.86,7,0.0,342,0.47,161,2015,1,2
CA-2013-100993,C0087,P0002,2015-02-05,2015-02-10,Standard Class,5.0,3,0.0,15,0.49,7,2015,1,2
CA-2013-100993,C0087,P0893,2015-02-05,2015-02-10,Standard Class,62.33,3,0.0,187,0.27,50,2015,1,2
CA-2013-100993,C0087,P1349,2015-02-05,2015-02-10,Standard Class,174.38,4,0.2,558,0.01,7,2015,1,2
CA-2013-100993,C0087,P1632,2015-02-05,2015-02-10,Standard Class,50.0,4,0.2,160,-0.2,-32,2015,1,2
CA-2013-125017,C0120,P0393,2015-02-06,2015-02-11,Standard Class,41.25,4,0.2,132,-0.14,-18,2015,1,2
CA-2013-106894,C0104,P1599,2015-02-07,2015-02-07,Same Day,25.0,4,0.0,100,0.21,21,2015,1,2
CA-2013-106894,C0104,P1047,2015-02-07,2015-02-07,Same Day,2.67,3,0.0,8,0.46,4,2015,1,2
CA-2013-161662,C0738,P1012,2015-02-07,2015-02-09,First Class,18.75,2,0.2,30,0.35,11,2015,1,2
CA-2013-135461,C0733,P1427,2015-02-07,2015-02-10,Second Class,156.0,5,0.2,624,0.06,39,2015,1,2
CA-2013-109344,C0663,P1443,2015-02-08,2015-02-11,Second Class,470.0,3,0.2,1128,0.11,127,2015,1,2
CA-2013-163048,C0037,P0124,2015-02-08,2015-02-15,Standard Class,86.43,4,0.3,242,0.0,0,2015,1,2
US-2013-112396,C0692,P0034,2015-02-09,2015-02-13,Standard Class,30.0,3,0.0,90,0.44,40,2015,1,2
US-2013-112396,C0692,P1595,2015-02-09,2015-02-13,Standard Class,16.0,2,0.0,32,0.35,11,2015,1,2
CA-2013-164938,C0533,P1202,2015-02-11,2015-02-13,First Class,10.0,7,0.0,70,0.01,1,2015,1,2
CA-2013-110492,C0144,P1003,2015-02-12,2015-02-14,First Class,225.0,6,0.0,1350,0.13,176,2015,1,2
CA-2013-110492,C0144,P0882,2015-02-12,2015-02-14,First Class,4.0,4,0.0,16,0.47,7,2015,1,2
CA-2013-112942,C0477,P0901,2015-02-13,2015-02-18,Standard Class,49.0,3,0.0,147,0.5,73,2015,1,2
CA-2013-134334,C0611,P1237,2015-02-14,2015-02-15,First Class,5.0,1,0.0,5,0.45,2,2015,1,2
CA-2013-134334,C0611,P0159,2015-02-14,2015-02-15,First Class,2.67,3,0.0,8,0.26,2,2015,1,2
CA-2013-134334,C0611,P1037,2015-02-14,2015-02-15,First Class,261.9,3,0.3,550,-0.09,-47,2015,1,2
CA-2013-134334,C0611,P0726,2015-02-14,2015-02-15,First Class,1.83,6,0.0,11,0.44,5,2015,1,2
CA-2013-146150,C0668,P1008,2015-02-14,2015-02-19,Standard Class,37.71,7,0.0,264,0.26,69,2015,1,2
US-2013-162859,C0191,P0399,2015-02-15,2015-02-22,Standard Class,165.83,3,0.2,398,0.31,124,2015,1,2
US-2013-162859,C0191,P0591,2015-02-15,2015-02-22,Standard Class,2.25,4,0.0,9,0.41,4,2015,1,2
CA-2013-168956,C0401,P1633,2015-02-16,2015-02-20,Standard Class,76.67,6,0.8,92,-2.45,-226,2015,1,2
CA-2013-168956,C0401,P0591,2015-02-16,2015-02-20,Standard Class,2.19,4,0.2,7,0.26,2,2015,1,2
CA-2013-168956,C0401,P1005,2015-02-16,2015-02-20,Standard Class,30.0,3,0.3,63,-0.04,-3,2015,1,2
CA-2013-168956,C0401,P1454,2015-02-16,2015-02-20,Standard Class,6.25,1,0.2,5,0.35,2,2015,1,2
CA-2013-134138,C0629,P1496,2015-02-16,2015-02-20,Standard Class,114.0,2,0.0,228,0.16,36,2015,1,2
CA-2013-108105,C0061,P1101,2015-02-16,2015-02-23,Standard Class,79.5,4,0.0,318,0.11,35,2015,1,2
CA-2013-108105,C0061,P1448,2015-02-16,2015-02-23,Standard Class,6.0,1,0.0,6,0.45,3,2015,1,2
CA-2013-105781,C0454,P1634,2015-02-16,2015-02-20,Standard Class,121.11,3,0.1,327,0.12,40,2015,1,2
CA-2013-105781,C0454,P0034,2015-02-16,2015-02-20,Standard Class,30.0,3,0.0,90,0.44,40,2015,1,2
CA-2013-123274,C0218,P1151,2015-02-19,2015-02-24,Standard Class,22.0,2,0.0,44,0.33,15,2015,1,2
CA-2013-123274,C0218,P0162,2015-02-19,2015-02-24,Standard Class,81.0,3,0.0,243,0.04,10,2015,1,2
CA-2013-101630,C0039,P0116,2015-02-19,2015-02-23,Second Class,3.0,3,0.0,9,0.47,4,2015,1,2
CA-2013-101630,C0039,P0473,2015-02-19,2015-02-23,Second Class,8.67,3,0.0,26,0.26,7,2015,1,2
CA-2013-106460,C0218,P1286,2015-02-19,2015-02-22,Second Class,35.5,2,0.0,71,0.47,33,2015,1,2
CA-2013-166485,C0546,P1220,2015-02-20,2015-02-27,Standard Class,10.0,2,0.2,16,0.34,6,2015,1,2
CA-2013-139010,C0544,P0411,2015-02-21,2015-02-26,Second Class,13.0,1,0.0,13,0.06,1,2015,1,2
CA-2013-139010,C0544,P0542,2015-02-21,2015-02-26,Second Class,5.94,4,0.2,19,0.35,6,2015,1,2
CA-2013-139010,C0544,P0438,2015-02-21,2015-02-26,Second Class,89.8,5,0.0,449,0.02,9,2015,1,2
CA-2013-139010,C0544,P0707,2015-02-21,2015-02-26,Second Class,5.54,7,0.2,31,0.35,11,2015,1,2
US-2013-168410,C0626,P0569,2015-02-21,2015-02-26,Standard Class,13.8,5,0.0,69,0.42,29,2015,1,2
US-2013-168410,C0626,P1081,2015-02-21,2015-02-26,Standard Class,98.67,3,0.0,296,0.27,80,2015,1,2
US-2013-168410,C0626,P0586,2015-02-21,2015-02-26,Standard Class,20.0,2,0.0,40,0.05,2,2015,1,2
US-2013-139262,C0608,P0951,2015-02-21,2015-02-25,Standard Class,4.44,3,0.7,4,-0.73,-3,2015,1,2
US-2013-139262,C0608,P0397,2015-02-21,2015-02-25,Standard Class,58.33,2,0.7,35,-0.77,-27,2015,1,2
US-2013-139262,C0608,P1127,2015-02-21,2015-02-25,Standard Class,180.0,3,0.2,432,0.08,32,2015,1,2
CA-2013-121447,C0401,P1109,2015-02-21,2015-02-22,First Class,19.43,7,0.0,136,0.49,67,2015,1,2
CA-2013-119025,C0299,P1218,2015-02-22,2015-02-28,Standard Class,54.44,9,0.0,490,0.28,137,2015,1,2
US-2013-143280,C0502,P0675,2015-02-22,2015-02-26,Standard Class,111.5,5,0.2,446,0.13,56,2015,1,2
US-2013-143280,C0502,P0307,2015-02-22,2015-02-26,Standard Class,36.0,1,0.0,36,0.42,15,2015,1,2
US-2013-143280,C0502,P0649,2015-02-22,2015-02-26,Standard Class,3.67,3,0.0,11,0.47,5,2015,1,2
CA-2013-144400,C0297,P1271,2015-02-23,2015-02-27,Standard Class,24.17,3,0.2,58,0.38,22,2015,1,2
CA-2013-165015,C0665,P0022,2015-02-25,2015-02-27,Second Class,11.75,5,0.2,47,0.38,18,2015,1,2
CA-2013-102456,C0276,P1077,2015-02-27,2015-03-02,First Class,57.0,3,0.0,171,0.29,50,2015,1,2
CA-2013-101448,C0035,P0934,2015-02-27,2015-03-02,Second Class,19.0,3,0.0,57,0.5,28,2015,1,2
CA-2013-128706,C0739,P1635,2015-02-27,2015-03-03,Standard Class,20.0,2,0.6,16,-0.43,-7,2015,1,2
CA-2013-101623,C0391,P0079,2015-02-28,2015-03-07,Standard Class,6.0,6,0.0,36,0.5,18,2015,1,2
CA-2013-111283,C0642,P0860,2015-03-01,2015-03-05,Standard Class,19.82,7,0.2,111,0.08,8,2015,1,3
US-2013-143819,C0503,P1349,2015-03-02,2015-03-06,Standard Class,174.38,8,0.4,837,-0.32,-265,2015,1,3
